"Medicijn","Dosisaanpassing","Type","Antwoord"
"Cholecomb 10 mg/10 mg, capsule, hard","Behandeling met Cholecomb is niet aanbevolen bij patiënten met matige (Child Pugh score 7 tot 9) of ernstige (Child Pugh score >9) leverfunctiestoornis (zie rubriek 4.4 en 5.2.)","Leverinsufficiëntie","Gecontra-indiceerd"
"Cholecomb 10 mg/10 mg, capsule, hard","Cholecomb is gecontra-indiceerd bij patiënten met actieve leverziekte (zie rubriek 4.3).","Leverinsufficiëntie","Gecontra-indiceerd"
"Crestor 5, filmomhulde tabletten 5 mg","Er is geen andere doseringsaanpassing nodig in relatie tot leeftijd.","Ouderen","Geen dosisaanpassing"
"Crestor 5, filmomhulde tabletten 5 mg","Bij patiënten met milde tot matige nierinsufficiëntie is het niet nodig de dosering aan te passen. ","Nierinsufficiëntie","Geen dosisaanpassing"
"Crestor 5, filmomhulde tabletten 5 mg","Het gebruik van Crestor bij patiënten met een ernstige nierinsufficiëntie is gecontraindiceerd voor alle doseringen (zie rubriek 4.3 en 5.2).","Nierinsufficiëntie","Gecontra-indiceerd"
"Crestor 5, filmomhulde tabletten 5 mg","Er is geen toegenomen systemische blootstelling aan rosuvastatine bij patiënten met een Child-Pugh score van 7 of lager waargenomen.","Leverinsufficiëntie","Geen dosisaanpassing"
"Crestor 5, filmomhulde tabletten 5 mg","Er is geen ervaring bij patiënten met een Child-Pugh score hoger dan 9","Leverinsufficiëntie","Niet onderzocht"
"Crestor 5, filmomhulde tabletten 5 mg","Crestor is gecontra-indiceerd in patiënten met een actieve leverziekte (zie rubriek 4.3).","Leverinsufficiëntie","Gecontra-indiceerd"
"Asentra 50 mg filmomhulde tabletten","Bij ouderen dient voorzichtig gedoseerd te worden, aangezien het risico op hyponatriëmie bij ouderen hoger kan zijn (zie rubriek 4.4).","Ouderen","Geen dosisaanpassing"
"Asentra 50 mg filmomhulde tabletten","Het gebruik van sertraline bij patiënten met leveraandoeningen dient voorzichtig te geschieden. Bij patiënten met leverfunctiestoornissen dient een lagere of minder frequente dosis te worden gebruikt (zie rubriek 4.4).","Leverinsufficiëntie","Wel dosisaanpassing"
"Asentra 50 mg filmomhulde tabletten","Sertraline dient niet gebruikt te worden in geval van ernstige leverfunctiestoornis aangezien hiervoor geen klinische gegevens beschikbaar zijn (zie rubriek 4.4).","Leverinsufficiëntie","Gecontra-indiceerd"
"Asentra 50 mg filmomhulde tabletten","Aanpassing van de dosering bij patiënten met nierinsufficiëntie is niet nodig (zie rubriek 4.4).","Nierinsufficiëntie","Geen dosisaanpassing"
"Balcoga 20 mg, filmomhulde tabletten","Dosisaanpassingen zijn niet nodig bij ouderen. De klinische werkzaamheid, gemeten als de 6- minutenloopafstand, zou minder kunnen zijn bij ouderen.","Ouderen","Geen dosisaanpassing"
"Balcoga 20 mg, filmomhulde tabletten","Bij patiënten met nierinsufficiëntie is aanpassing van de dosering niet nodig, ook niet bij patiënten met ernstige nierinsufficiëntie (creatinineklaring","Nierinsufficiëntie","Geen dosisaanpassing"
"Balcoga 20 mg, filmomhulde tabletten","Bij patiënten met leveninsufficiëntie (Child-Pugh klasse A en B) is aanpassing van de dosering niet a priori nodig.","Leverinsufficiëntie","Geen dosisaanpassing"
"Balcoga 20 mg, filmomhulde tabletten","Balcoga is gecontra-indiceerd bij patiënten met ernstige leveninsufficëntie (Child-Pugh klasse C) (zie rubriek 4.3).","Leverinsufficiëntie","Gecontra-indiceerd"
"SILANDYL 100 mg, orodispergeerbare film","Aanpassingen in de dosering zijn bij ouderen (≥ 65 jaar) niet nodig","Ouderen","Geen dosisaanpassing"
"SILANDYL 100 mg, orodispergeerbare film","De doseringsaanbevelingen beschreven in 'Gebruik bij volwassenen' gelden ook voor patiënten met licht tot matig verminderde nierfunctie (creatinineklaring = 30-80 ml/min).","Nierinsufficiëntie","Geen dosisaanpassing"
"Efficib 50 mg/850 mg filmomhulde tabletten","Voor patiënten met een lichte nierfunctiestoornis (glomerulaire filtratiesnelheid [GFR] ≥ 60 ml/min) is geen dosisaanpassing nodig. Voor aanvang van de behandeling met metformine-bevattende middelen dient een GFR te worden bepaald, en ten minste jaarlijks daarna. B","Nierinsufficiëntie","Geen dosisaanpassing"
"Efficib 50 mg/850 mg filmomhulde tabletten","Efficib moet niet worden gebruikt bij patiënten met een leverfunctiestoornis (zie rubriek 5.2)","Leverinsufficiëntie","Gecontra-indiceerd"
"Efficib 50 mg/850 mg filmomhulde tabletten","Bij oudere patiënten moet Efficib voorzichtig worden gebruikt omdat metformine en sitagliptine door de nieren worden uitgescheiden. Met name in deze groep is controle van de nierfunctie noodzakelijk om metforminegerelateerde lactaatacidose te helpen voorkomen (zie rubrieken 4.3 en 4.4).",,"Geen dosisaanpassing"
"Bactrimel, concentraat voor oplossing voor intraveneuze infusie 96 mg/ml","Bij een normale lever- en nierfunctie is geen dosisaanpassing noodzakelijk","Ouderen","Geen dosisaanpassing"
"Bactrimel, concentraat voor oplossing voor intraveneuze infusie 96 mg/ml","Het gebruik van co-trimoxazol is gecontra-indiceerd, zie rubriek 4.3","Nierinsufficiëntie","Gecontra-indiceerd"
"Bactrimel, concentraat voor oplossing voor intraveneuze infusie 96 mg/ml","Bij patiënten met lever- en/of nierfunctiestoornissen, moet de dosering worden verlaagd of het doseringsinterval worden aangepast (zie ook rubriek 4.4).","Leverinsufficiëntie","Wel dosisaanpassing"
"Co-trimoxazol Teva 200/40 mg/5 ml, suspensie voor oraal gebruik","Bij patiënten met lever- en/of nierfunctiestoornissen, dient de dosering te worden verlaagd of het doseringsinterval te worden aangepast, zoals weergegeven in onderstaande tabel (zie ook rubriek 4.4).","Leverinsufficiëntie","Wel dosisaanpassing"
"Imigran FTAB 50, dispergeerbare tabletten 50 mg","Er is beperkte ervaring met het gebruik van sumatriptan bij patiënten ouder dan 65 jaar. De kinetiek bij ouderen is echter nog onvoldoende onderzocht","Ouderen","Niet onderzocht"
"Imigran FTAB 50, dispergeerbare tabletten 50 mg","De veiligheid bij ouderen is nog onvoldoende onderzocht. Daarom wordt, totdat meer gegevens beschikbaar zijn, het gebruik van sumatriptan bij oudere patiënten niet aangeraden.","Ouderen","Gecontra-indiceerd"
"Imigran FTAB 50, dispergeerbare tabletten 50 mg","Sumatriptan dient met voorzichtigheid te worden gebruikt bij patiënten met nierinsufficiëntie.","Nierinsufficiëntie","Geen dosisaanpassing"
"Adport 0,5 mg, capsules, hard","Verlaging van de dosis kan noodzakelijk zijn bij patiënten met een ernstig gestoorde leverfunctie om de dal-bloedconcentraties binnen de aanbevolen marges te houden.","Leverinsufficiëntie","Wel dosisaanpassing"
"Adport 0,5 mg, capsules, hard","Daar de nierfunctie geen invloed op de farmacokinetiek van tacrolimus heeft, zullen op grond hiervan geen doseringsaanpassingen noodzakelijk zijn. Echter, gezien de potentiële nefrotoxiciteit van tacrolimus wordt aanbevolen de nierfunctie zorgvuldig te controleren (inclusief seriële metingen van creatinineconcentratie, berekening van de creatinineklaring en bepaling van het urinevolume).","Nierinsufficiëntie","Geen dosisaanpassing"
"Adport 0,5 mg, capsules, hard","Op dit ogenblik zijn er geen aanwijzingen om aan te nemen dat bij ouderen de dosering moet worden aangepast","Ouderen","Geen dosisaanpassing"
"Advagraf 0,5 mg capsules met verlengde afgifte, hard","Verlaging van de dosis kan noodzakelijk zijn bij patiënten met een ernstig gestoorde leverfunctie om de tacrolimusbloeddalspiegels binnen de aanbevolen marges te houden.","Leverinsufficiëntie","Wel dosisaanpassing"
"Advagraf 0,5 mg capsules met verlengde afgifte, hard","Daar de nierfunctie geen invloed op de farmacokinetiek van tacrolimus heeft (zie rubriek 5.2), is op grond hiervan geen dosisaanpassing noodzakelijk. ","Nierinsufficiëntie","Geen dosisaanpassing"
"Advagraf 0,5 mg capsules met verlengde afgifte, hard","Er zijn geen aanwijzingen om aan te nemen dat bij ouderen de dosis moet worden aangepast.","Ouderen","Geen dosisaanpassing"
"ADCIRCA 20 mg filmomhulde tabletten","Patiënten met ernstige levercirrose (Child-Pugh klasse C) zijn niet onderzocht en daarom wordt toediening van tadalafil niet aanbevolen (zie rubriek 4.4 en 5.2).","Leverinsufficiëntie","Gecontra-indiceerd"
"ADCIRCA 20 mg filmomhulde tabletten","Bij oudere patiënten zijn dosisaanpassingen niet noodzakelijk.","Ouderen","Geen dosisaanpassing"
"ADCIRCA 20 mg filmomhulde tabletten","Bij patiënten met een ernstig verminderde nierfunctie wordt gebruik van tadalafil niet aanbevolen (zie rubriek 4.4 en 5.2). ","Nierinsufficiëntie","Gecontra-indiceerd"
"Combodart 0,5 mg/0,4 mg harde capsules","Het effect van een verminderde nierfunctie op de farmacokinetiek van dutasteride-tamsulosine is niet onderzocht","Nierinsufficiëntie","Niet onderzocht"
"Combodart 0,5 mg/0,4 mg harde capsules","Het wordt niet verwacht dat aanpassing van de dosering nodig is bij patiënten met een verminderde nierfunctie (zie rubrieken 4.4 en 5.2).","Nierinsufficiëntie","Geen dosisaanpassing"
"Combodart 0,5 mg/0,4 mg harde capsules","Het effect van een verminderde leverfunctie op de farmacokinetiek van dutasteride-tamsulosine is niet onderzocht; daarom moet voorzichtigheid worden betracht bij patiënten met een licht tot matig verminderde leverfunctie (zie rubrieken 4.4 en 5.2).","Leverinsufficiëntie","Niet onderzocht"
"Combodart 0,5 mg/0,4 mg harde capsules","Het gebruik van Combodart is gecontra-indiceerd bij patiënten met een ernstig verminderde leverfunctie (zie rubriek 4.3).","Leverinsufficiëntie","Gecontra-indiceerd"
"Tamsulosine HCl Krka 0,4 mg harde capsules met gereguleerde afgifte","Bij nierinsufficiëntie is aanpassing van de dosering niet nodig.","Nierinsufficiëntie","Geen dosisaanpassing"
"Tamsulosine HCl Krka 0,4 mg harde capsules met gereguleerde afgifte","Er is geen dosisaanpassing nodig bij patiënten met milde tot matige leverinsufficiëntie (zie ook 4.3 Contra-indicaties).","Leverinsufficiëntie","Geen dosisaanpassing"
"Temazepam CF 10 mg, capsules","Patiënten met leverfunctiestoornissen moeten een lagere dosis krijgen","Leverinsufficiëntie","Wel dosisaanpassing"
"Terbinafine Aurobindo 125 mg, tabletten","Er zijn geen gegevens beschikbaar waaruit blijkt dat ouderen een andere dosering nodig hebben dan jongeren, of dat zij andere bijwerkingen hebben in vergelijking met jongere patiënten. Bij ouderen moet men echter wel rekening houden met de mogelijkheid van een reeds bestaande nier- of leverinsufficiëntie (zie rubriek 4.4 Bijzonderewaarschuwingen en voorzorgen bij gebruik).","Ouderen","Geen dosisaanpassing"
"Terbinafine Aurobindo 125 mg, tabletten","Het gebruik van terbinafinetabletten is onvoldoende onderzocht bij patiënten met nierinsufficiëntie en wordt daarom niet aanbevolen voor deze populatie (zie rubriek 4.4 Bijzondere waarschuwingen en voorzorgen bij gebruik).","Nierinsufficiëntie","Gecontra-indiceerd"
"Terbinafine Aurobindo 125 mg, tabletten","Terbinafine wordt niet aanbevolen bij patiënten met chronische of actieve leveraandoeningen (zie rubriek 4.4 Bijzondere waarschuwingen en voorzorgen bij gebruik)","Leverinsufficiëntie","Gecontra-indiceerd"
"Terbinafine Sandoz 250 mg, tabletten","Er zijn geen aanwijzingen dat oudere patiënten (van 65 jaar en ouder) een andere dosering nodig zouden hebben of andere bijwerkingen zouden ervaren dan jongere patiënten","Ouderen","Geen dosisaanpassing"
"Terbinafine Sandoz 250 mg, tabletten","Het gebruik van terbinafine is niet adequaat onderzocht","Nierinsufficiëntie","Niet onderzocht"
"Terbinafine Sandoz 250 mg, tabletten","Terbinafine wordt niet aanbevolen bij patiënten met een chronische of actieve leverziekte (zie rubrieken 4.3 en 4.4).","Leverinsufficiëntie","Gecontra-indiceerd"
"Sirdalud MR 6 mg, capsules met gereguleerde afgifte","Bij patiënten met significante leverfunctiestoornissen is het gebruik van Sirdalud MR gecontra-indiceerd (zie rubriek 4.3).","Leverinsufficiëntie","Gecontra-indiceerd"
"Sirdalud MR 6 mg, capsules met gereguleerde afgifte","Sirdalud dient met voorzichtigheid gebruikt te worden bij patiënten met een milde vorm van verminderde leverfunctie en de behandeling dient met de laagst mogelijke dosis te worden gestart. Verhoging van de dosering dient met voorzichtigheid te geschieden op geleide van de verdraagzaamheid van de patiënt.","Leverinsufficiëntie","Geen dosisaanpassing"
"Sirdalud MR 6 mg, capsules met gereguleerde afgifte","Ervaring met het gebruik van Sirdalud bij ouderen is beperkt. Het wordt aanbevolen de behandeling te starten met de laagst mogelijke dosis en het verhogen van de dosering dient met kleine stappen en op geleide van verdraagbaarheid en werkzaamheid te gebeuren","Ouderen","Geen dosisaanpassing"
"Sirdalud MR 6 mg, capsules met gereguleerde afgifte","Er bestaat een beperkte ervaring met het gebruik van Tizanidine Teva bij ouderen. Aangezien bij ouderen de nierfunctie kan afnemen, kan dientengevolge de renale klaring van tizanidine afnemen. Daarom is voorzichtigheid geboden indien Tizanidine Teva wordt toegepast bij oudere patiënten.","Ouderen","Geen dosisaanpassing"
"Topamax Sprinkle 15 mg, harde capsules","Bij patiënten met matige tot ernstige leverinsufficiëntie dient topiramaat met voorzichtigheid te worden toegediend omdat de klaring van topiramaat is verminderd.","Leverinsufficiëntie","Geen dosisaanpassing"
"Topamax Sprinkle 15 mg, harde capsules","De dosering hoeft niet te worden aangepast bij ouderen, op voorwaarde dat de nieren goed functioneren","Ouderen","Geen dosisaanpassing"
"Topamax Sprinkle 15 mg, harde capsules","Bij patiënten met nierinsufficiëntie (CLCR ≤ 70 ml/min) dient topiramaat met voorzichtigheid te worden toegediend omdat de plasma- en renale klaring van topiramaat zijn verminderd. ","Nierinsufficiëntie","Geen dosisaanpassing"
"Topamax Sprinkle 15 mg, harde capsules","Bij personen met een bekende nierinsufficiëntie kan meer tijd nodig zijn voor het bereiken van de steady-state na elke dosis. De helft van de gebruikelijke start- en onderhoudsdosis wordt aanbevolen (zie rubriek 5.2).","Nierinsufficiëntie","Wel dosisaanpassing"
"Skudexa 75 mg/25 mg filmomhulde tabletten","De initiële totale dagelijkse dosis moet verminderd worden tot 2 filmomhulde tabletten Skudexa bij patiënten met een licht verminderde nierfunctie (creatinineklaring van 60 tot 89 ml/min) (zie rubriek 4.4).","Nierinsufficiëntie","Wel dosisaanpassing"
"Skudexa 75 mg/25 mg filmomhulde tabletten","Skudexa mag niet gebruikt worden bij patiënten met matige tot ernstige nierinsufficiëntie (creatinineklaring ≤ 59 ml/min) (zie rubriek 4.3).","Nierinsufficiëntie","Gecontra-indiceerd"
"Skudexa 75 mg/25 mg filmomhulde tabletten","Skudexa mag niet gebruikt worden bij patiënten met een ernstige leverinsufficiëntie (zie rubriek 4.3).","Leverinsufficiëntie","Gecontra-indiceerd"
"Skudexa 75 mg/25 mg filmomhulde tabletten","Patiënten met een lichte tot matige leverinsufficiëntie moeten de behandeling beginnen met een lagere dosis (totale dagelijkse dosis van 2 filmomhulde tabletten Skudexa) en moeten nauw gevolgd worden.","Leverinsufficiëntie","Wel dosisaanpassing"
"Skudexa 75 mg/25 mg filmomhulde tabletten","Er zijn beperkte gegevens beschikbaar bij patiënten ouder dan 75 jaar.","Ouderen","Niet onderzocht"
"Tramadol HCl Aurobindo Retard 100 mg, tabletten met gereguleerde afgifte","In de regel is een aanpassing van de dosering bij oudere patiënten (tot 75 jaar) zonder klinisch manifeste lever- of nierinsufficiëntie niet noodzakelijk","Ouderen","Geen dosisaanpassing"
"Tramadol HCl Aurobindo Retard 100 mg, tabletten met gereguleerde afgifte","De uitscheiding van tramadol is vertraagd bij patiënten met nier en/of leverfunctiestoornis. Bij deze patiënten dient verlenging van het doseringsinterval zorgvuldig te worden overwogen, aan de hand van de behoefte van de patiënt.","Leverinsufficiëntie","Wel dosisaanpassing"
"Tramadol HCl Aurobindo Retard 100 mg, tabletten met gereguleerde afgifte","Bij oudere patiënten (ouder dan 75 jaar) kan de uitscheiding zijn verlengd. Daarom moet in dat geval het doseringsinterval individueel worden verlengd.","Ouderen","Wel dosisaanpassing"
"Tramadol HCl Aurobindo Retard 100 mg, tabletten met gereguleerde afgifte","De uitscheiding van tramadol is vertraagd bij patiënten met nier en/of leverfunctiestoornis. Bij deze patiënten dient verlenging van het doseringsinterval zorgvuldig te worden overwogen, aan de hand van de behoefte van de patiënt.","Nierinsufficiëntie","Wel dosisaanpassing"
"Trazodone HCl GenRX 50 mg, tabletten","Voor zeer oude, of zwakke patienten, is de aanbevolen dosis verlaagd tot 100 mg per dag, verdeeld over meerdere giften of als één enkele dosering voor het slapen gaan (zie rubriek 4.4). Dit mag, onder toezicht, geleidelijk worden verhoogd, zoals beschreven onder volwassenen, naar tolerantie en werkzaamheid. I","Ouderen","Wel dosisaanpassing"
"Trazodone HCl GenRX 50 mg, tabletten","Trazodone ondergaat uitgebreid levermetabolisme, zie rubriek 5.2, en wordt ook geassocieerd met levertoxiciteit, zie rubriek 4.4 en 4.8. Daarom moet extra voorzichtigheid in acht genomen worden bij het voorschrijven aan patienten met leverfunctiestoornissen, vooral in gevallen van ernstige leverfunctiestoonis","Leverinsufficiëntie","Geen dosisaanpassing"
"Trazodone HCl GenRX 50 mg, tabletten","Aanpassing van de dosis is meestal niet noodzakelijk, maar voorzichtigheid dient in acht te worden genomen bij het voorschrijven aan patienten met nierfunctiestoornissen ( zie ook rubriek 4.4 en 5.2).","Nierinsufficiëntie","Geen dosisaanpassing"
"Amlodipine/Valsartan Aurobindo 5/80 mg, filmomhulde tabletten","Er zijn geen klinische gegevens beschikbaar met betrekking tot patiënten met ernstige nierinsufficiëntie.","Nierinsufficiëntie","Niet onderzocht"
"Amlodipine/Valsartan Aurobindo 5/80 mg, filmomhulde tabletten","Een aanpassing van de dosis is niet vereist voor patiënten met een lichte tot matige nierinsufficiëntie. Controle van kaliumspiegels en creatinine wordt aangeraden bij matige nierinsufficiëntie.","Nierinsufficiëntie","Geen dosisaanpassing"
"Amlodipine/Valsartan Aurobindo 5/80 mg, filmomhulde tabletten","Amlodipine/valsartan is gecontra-indiceerd bij patiënten met ernstig leverfalen (zie rubriek 4.3).","Leverinsufficiëntie","Gecontra-indiceerd"
"Amlodipine/Valsartan Aurobindo 5/80 mg, filmomhulde tabletten","Bij ouderen is voorzichtigheid vereist bij het verhogen van de dosis.","Ouderen","Geen dosisaanpassing"
"Amlodipine/Valsartan/Hydrochloorthiazide Mylan 5 mg/160 mg/12,5 mg filmomhulde tabletten","Vanwege de hydrochloorthiazidecomponent, is Amlodipine/Valsartan/Hydrochloorthiazide Mylan gecontra-indiceerd voor gebruik bij patiënten met anurie (zie rubriek 4.3) en bij patiënten met een ernstig gestoorde nierfunctie (glomerulaire filtratiesnelheid (GFR)","Nierinsufficiëntie","Gecontra-indiceerd"
"Amlodipine/Valsartan/Hydrochloorthiazide Mylan 5 mg/160 mg/12,5 mg filmomhulde tabletten","Een aanpassing van de aanvangsdosis is niet vereist voor patiënten met een licht tot matig gestoorde nierfunctie (zie rubrieken 4.4 en 5.2).","Nierinsufficiëntie","Geen dosisaanpassing"
"Amlodipine/Valsartan/Hydrochloorthiazide Mylan 5 mg/160 mg/12,5 mg filmomhulde tabletten","Door de valsartancomponent is Amlodipine/Valsartan/Hydrochloorthiazide Mylan gecontra-indiceerd bij patiënten met ernstige leverinsufficiëntie (zie rubriek 4.3).","Leverinsufficiëntie","Gecontra-indiceerd"
"Amlodipine/Valsartan/Hydrochloorthiazide Mylan 5 mg/160 mg/12,5 mg filmomhulde tabletten","Voorzichtigheid, inclusief meer frequente monitoring van de bloeddruk, is aanbevolen bij ouderen,","Ouderen","Geen dosisaanpassing"
"Co-Diovan 80/12,5, 80 mg/12,5 mg filmomhulde tabletten","Er is geen dosisaanpassing noodzakelijk bij patiënten met lichte tot matige nierfunctiestoornis (glomerulaire filtratiesnelheid (GFR)  30 ml/min).","Nierinsufficiëntie","Geen dosisaanpassing"
"Co-Diovan 80/12,5, 80 mg/12,5 mg filmomhulde tabletten","Door de hydrochloorthiazidecomponent is CoDiovan gecontra-indiceerd bij patiënten met ernstige nierfunctiestoornis (GFR < 30 ml/min) en anurie (zie rubrieken 4.3, 4.4 en 5.2).","Nierinsufficiëntie","Gecontra-indiceerd"
"Co-Diovan 80/12,5, 80 mg/12,5 mg filmomhulde tabletten","Aanpassing van de hydrochloorthiazide dosis is niet vereist bij patiënten met lichte tot matige leverfunctiestoornis.","Leverinsufficiëntie","Geen dosisaanpassing"
"Co-Diovan 80/12,5, 80 mg/12,5 mg filmomhulde tabletten","Door de valsartan component is Co-Diovan gecontra-indiceerd bij patiënten met ernstige leverfunctiestoornis of biliaire cirrose en cholestase (zie rubrieken 4.3, 4.4 en 5.2).","Leverinsufficiëntie","Gecontra-indiceerd"
"Co-Diovan 80/12,5, 80 mg/12,5 mg filmomhulde tabletten","Bij oudere patiënten is geen aanpassing van de dosis noodzakelijk.","Ouderen","Geen dosisaanpassing"
"Efexor XR 37,5, capsules met verlengde afgifte, hard, 37,5 mg","Er wordt geen speciale venlafaxine-dosisaanpassing noodzakelijk geacht gebaseerd op alleen de leeftijd van de patiënt. Echter, er dient voorzichtigheid in acht te worden genomen bij de behandeling van ouderen (bijvoorbeeld vanwege mogelijke nierinsufficiëntie, de mogelijkheid van veranderingen in de neurotransmittergevoeligheid en affiniteit die met het ouder worden optreden). De laagst werkzame dosis dient altijd gebruikt te worden en patiënten dienen zorgvuldig gecontroleerd te worden als dosisverhoging vereist is.","Ouderen","Geen dosisaanpassing"
"Efexor XR 37,5, capsules met verlengde afgifte, hard, 37,5 mg","Bij patiënten met milde tot matige leverinsufficiëntie dient over het algemeen een dosisverlaging van 50% overwogen te worden. Echter, vanwege inter-individuele variabiliteit in de klaring kan individualisering van de dosering gewenst zijn.","Leverinsufficiëntie","Wel dosisaanpassing"
"Efexor XR 37,5, capsules met verlengde afgifte, hard, 37,5 mg","Er zijn beperkte gegevens van patiënten met ernstige leverinsufficiëntie. Voorzichtigheid dient te worden betracht en een dosisvermindering van meer dan 50% dient in overweging genomen te worden. Het potentiële voordeel dient te worden afgewogen tegen het risico van de behandeling voor patiënten met ernstige leverinsufficiëntie.","Leverinsufficiëntie","Wel dosisaanpassing"
"Efexor XR 37,5, capsules met verlengde afgifte, hard, 37,5 mg","Hoewel dosisaanpassing niet noodzakelijk is voor patiënten met een glomerulaire filtratiesnelheid (GFR) van 30-70 ml/minuut, wordt voorzichtigheid geadviseerd","Nierinsufficiëntie","Geen dosisaanpassing"
"Edluar 5 mg, tablet voor sublinguaal gebruik","Oudere of verzwakte patiënten kunnen extra gevoelig zijn voor de werking van zolpidem en daarom wordt een halve dosis aanbevolen","Ouderen","Wel dosisaanpassing"
"Edluar 5 mg, tablet voor sublinguaal gebruik","Patiënten met leverinsufficiëntie klaren dit middel niet zo snel als patiënten met een normale leverfunctie; daarom moet worden gestart met een halve dosis bij deze patiënten waarbij bijzondere voorzichtigheid wordt betracht bij oudere patiënten.","Leverinsufficiëntie","Wel dosisaanpassing"
"Edluar 5 mg, tablet voor sublinguaal gebruik","Ernstige leverinsufficiëntie is een contra-indicatie. Zie rubriek 5.2.","Leverinsufficiëntie","Gecontra-indiceerd"
"Metopirone 250 mg capsules, zacht","Dezelfde dosis als die voor volwassenen. Er zijn beperkte gegevens beschikbaar over het gebruik van metyrapon bij ouderen (≥ 65 jaar). Klinisch bewijs toont aan dat er geen speciaal doseringsadvies nodig is voor elk van de indicaties.","Ouderen","Geen dosisaanpassing"
"SANDOMIGRAN 0,5 mg, omhulde tabletten 0,5 mg","Bij patiënten met een leverfunctiestoornis dient voorzichtigheid te worden betracht en kan een doseringsaanpassing nodig zijn (zie rubriek 5.2)","Leverinsufficiëntie","Wel dosisaanpassing"
"SANDOMIGRAN 0,5 mg, omhulde tabletten 0,5 mg","Bij patiënten met een nierfunctiestoornis dient voorzichtigheid te worden betracht en kan een doseringsaanpassing nodig zijn (zie rubriek 5.2)","Nierinsufficiëntie","Wel dosisaanpassing"
"Ondansetron Accord 2 mg/ml, oplossing voor injectie of infusie","Bij patiënten in de leeftijd van 65 tot 74 jaar kan het doseringsschema van volwassenen worden gevolgd.","Ouderen","Geen dosisaanpassing"
"Ondansetron Accord 2 mg/ml, oplossing voor injectie of infusie","Bij patiënten van 75 jaar of ouder mag de initiële intraveneuze dosis ondansetron niet meer dan 8 mg bedragen. Alle intraveneuze doses moeten worden verdund in 50-100 ml fysiologische zoutoplossing of een andere verenigbare infusievloeistof (zie rubriek 6.6) en geïnfuseerd gedurende 15 minuten. D","Ouderen","Wel dosisaanpassing"
"Ondansetron Accord 2 mg/ml, oplossing voor injectie of infusie","Er is geen aanpassing vereist van de dagelijkse dosering of frequentie van toediening, of wijze van toediening","Nierinsufficiëntie","Geen dosisaanpassing"
"Granisetron Aurobindo 1 mg, filmomhulde tabletten","Er zijn geen speciale voorzorgmaatregelen vereist voor het gebruik bij zowel oudere patienten als bij patienten met een nier- of leverinsufficiëntie.","Ouderen","Geen dosisaanpassing"
"Granisetron Aurobindo 1 mg, filmomhulde tabletten","Er zijn geen gegevens beschikbaar voor een verhoogde incidentie van ongewenste voorvallen bij patienten met een verstoring van de lever. Op basis van de kinetiek, dient granisetron te worden gebruikt met een zekere mate van voorzichtigheid bij deze patiëntengroep, terwijl geen aanpassing van de dosering nodig is (zie rubriek 5.2).","Leverinsufficiëntie","Geen dosisaanpassing"
"Isoptin SR 120, tabletten met gereguleerde afgifte 120 mg","Voor ouderen is er geen aanpassing van de startdosis vereist. Het bloeddrukverlagende effect van verapamil blijkt niet leeftijd-gerelateerd te zijn (zie rubriek 5.2).","Ouderen","Geen dosisaanpassing"
"Isoptin SR 120, tabletten met gereguleerde afgifte 120 mg","Er is geen dosisreductie nodig bij patiënten met een verminderde nierfunctie. Verapamilhydrochloride dient echter voorzichtig te worden toegepast en zorgvuldig gecontroleerd te worden (zie rubriek 4.4. en 5.2).","Nierinsufficiëntie","Geen dosisaanpassing"
"Isoptin SR 120, tabletten met gereguleerde afgifte 120 mg","Bij patiënten met een verminderde leverfunctie dient de dosering voorzichtig te worden aangepast. In eerste instantie moet met de laagste dosering worden begonnen (zie rubriek 4.4. en 5.2).","Leverinsufficiëntie","Geen dosisaanpassing"
"Tarka 180 mg/2 mg, tabletten met gereguleerde afgifte","Patiënten met een verminderde nierfunctie: Tarka is gecontra-indiceerd bij patiënten met een ernstig verminderde nierfunctie (zie rubriek 4.3).","Nierinsufficiëntie","Gecontra-indiceerd"
"Tarka 180 mg/2 mg, tabletten met gereguleerde afgifte","Patiënten met een verminderde leverfunctie: Het gebruik van Tarka wordt niet aanbevolen bij patiënten met een ernstig verminderde leverfunctie. Tarka is gecontra-indiceerd bij patiënten met levercirrose met ascites (zie rubrieken 4.3 en 4.4).","Leverinsufficiëntie","Gecontra-indiceerd"
"Dopaminehydrochloride Hikma 40 mg/ml, concentraat voor oplossing voor infusie","In klinische onderzoeken met parenterale dopaminehydrochloride waren te weinig patiënten van 65 jaar of ouder opgenomen om te kunnen bepalen of zij anders reageren dan jongere patiënten. In het algemeen is bij de selectie van de dosis voor oudere patiënten voorzichtigheid geboden en doorgaans wordt een lagere aanvangsdosis gebruikt. Nauwlettende controle van bloeddruk, urineproductie en perifere weefseldoorbloeding wordt geadviseerd.","Ouderen","Geen dosisaanpassing"
"Esketiv 5 mg/ml, oplossing voor injectie","Als onvoldoende leverwerking is beschreven, moet een dosisverlaging overwogen worden bij patiënten met de diagnose van cirrose of van andere soorten leverinsufficiëntie (zie rubriek 4.4).","Leverinsufficiëntie","Wel dosisaanpassing"
"Regitine, 10 mg/ml oplossing voor injectie","Er zijn geen farmacokinetische studies uitgevoerd met Regitine bij patiënten met een nierfunctiestoornis","Nierinsufficiëntie","Niet onderzocht"
